title,author,year,publication
Video Segmentation With Just a Few Strokes,"Nagaraja Naveen Shankar , Schmidt Frank R. , Brox Thomas",2015,ICCV2015
Actionness-Assisted Recognition of Actions,"Luo Ye , Cheong Loong-Fah , Tran An",2015,ICCV2015
COUNT Forest: CO-Voting Uncertain Number of Targets Using Random Forest for Crowd Density Estimation,"Pham Viet-Quoc , Kozakaya Tatsuo , Yamaguchi Osamu , Okada Ryuzo",2015,ICCV2015
Multi-Cue Structure Preserving MRF for Unconstrained Video Segmentation,"Yi Saehoon , Pavlovic Vladimir",2015,ICCV2015
Motion Trajectory Segmentation via Minimum Cost Multicuts,"Keuper Margret , Andres Bjoern , Brox Thomas",2015,ICCV2015
Action Localization in Videos Through Context Walk,"Soomro Khurram , Idrees Haroon , Shah Mubarak",2015,ICCV2015
RGB-W: When Vision Meets Wireless,"Alahi Alex,re , Haque Albert , Fei-Fei Li",2015,ICCV2015
Action Detection by Implicit Intentional Motion Clustering,"Chen Wei , Corso Jason J.",2015,ICCV2015
Simultaneous Foreground Detection and Classification With Hybrid Features,"Kim Jaemyun , Rivera Adin Ramirez , Ryu Byungyong , Chae Oksam",2015,ICCV2015
Training a Feedback Loop for Hand Pose Estimation,"Oberweger Markus , Wohlhart Paul , Lepetit Vincent",2015,ICCV2015
Opening the Black Box: Hierarchical Sampling Optimization for Estimating Human Hand Pose,"Tang Danhang , Taylor Jonathan , Kohli Pushmeet , Keskin Cem , Kim Tae-Kyun , Shotton Jamie",2015,ICCV2015
Panoptic Studio: A Massively Multiview System for Social Motion Capture,"Joo Hanbyul , Liu Hao , Tan Lei , Gui Lin , Nabbe Bart , Matthews Iain , Kanade Takeo , Nobuhara Shohei , Sheikh Yaser",2015,ICCV2015
Where to Buy It: Matching Street Clothing Photos in Online Shops,"Kiapour M. Hadi , Han Xufeng , Lazebnik Svetlana , Berg Alex,er C. , Berg Tamara L.",2015,ICCV2015
Multi-Task Recurrent Neural Network for Immediacy Prediction,"Chu Xiao , Ouyang Wanli , Yang Wei , Wang Xiaogang",2015,ICCV2015
Learning Complexity-Aware Cascades for Deep Pedestrian Detection,"Cai Zhaowei , Saberian Mohammad , Vasconcelos Nuno",2015,ICCV2015
Polarized 3D: High-Quality Depth Sensing With Polarization Cues,"Kadambi Achuta , Taamazyan Vage , Shi Boxin , Raskar Ramesh",2015,ICCV2015
Airborne Three-Dimensional Cloud Tomography,"Levis Aviad , Schechner Yoav Y. , Aides Amit , Davis Anthony B.",2015,ICCV2015
Leave-One-Out Kernel Optimization for Shadow Detection,"Vicente Tomas F. Yago , Hoai Minh , Samaras Dimitris",2015,ICCV2015
Removing Rain From a Single Image via Discriminative Sparse Coding,"Luo Yu , Xu Yong , Ji Hui",2015,ICCV2015
Mutual-Structure for Joint Filtering,"Shen Xiaoyong , Zhou Chao , Xu Li , Jia Jiaya",2015,ICCV2015
Photometric Stereo in a Scattering Medium,"Murez Zak , Treibitz Tali , Ramamoorthi Ravi , Kriegman David",2015,ICCV2015
Resolving Scale Ambiguity Via XSlit Aspect Ratio Analysis,"Yang Wei , Lin Haiting , Kang Sing Bing , Yu Jingyi",2015,ICCV2015
Single-Shot Specular Surface Reconstruction With Gonio-Plenoptic Imaging,"Meng Lingfei , Lu Liyang , Bedard Noah , Berkner Kathrin",2015,ICCV2015
TransCut: Transparent Object Segmentation From a Light-Field Image,"Xu Yichao , Nagahara Hajime , Shimada Atsushi , Taniguchi Rin-ichiro",2015,ICCV2015
Depth Recovery From Light Field Using Focal Stack Symmetry,"Lin Haiting , Chen Can , Kang Sing Bing , Yu Jingyi",2015,ICCV2015
Depth Map Estimation and Colorization of Anaglyph Images Using Local Color Prior and Reverse Intensity Distribution,"Williem W. , Raskar Ramesh , Park In Kyu",2015,ICCV2015
Learning Data-Driven Reflectance Priors for Intrinsic Image Decomposition,"Zhou Tinghui , Krahenbuhl Philipp , Efros Alexei A.",2015,ICCV2015
Photometric Stereo With Small Angular Variations,"Wang Jian , Matsushita Yasuyuki , Shi Boxin , Sankaranarayanan Aswin C.",2015,ICCV2015
Occlusion-Aware Depth Estimation Using Light-Field Cameras,"Wang Ting-Chun , Efros Alexei A. , Ramamoorthi Ravi",2015,ICCV2015
Oriented Light-Field Windows for Scene Flow,"Srinivasan Pratul P. , Tao Michael W. , Ng Ren , Ramamoorthi Ravi",2015,ICCV2015
Extended Depth of Field Catadioptric Imaging Using Focal Sweep,"Yokoya Ryunosuke , Nayar Shree K.",2015,ICCV2015
Intrinsic Depth: Improving Depth Transfer With Intrinsic Images,"Kong Naejin , Black Michael J.",2015,ICCV2015
Separating Fluorescent and Reflective Components by Using a Single Hyperspectral Image,"Zheng Yinqiang , Fu Ying , Lam Antony , Sato Imari , Sato Yoichi",2015,ICCV2015
Frequency-Based Environment Matting by Compressive Sensing,"Qian Yiming , Gong Minglun , Yang Yee-Hong",2015,ICCV2015
Complementary Sets of Shutter Sequences for Motion Deblurring,"Jeon Hae-Gon , Lee Joon-Young , Han Yudeog , Kim Seon Joo , Kweon In So",2015,ICCV2015
Hyperspectral Compressive Sensing Using Manifold-Structured Sparsity Prior,"Zhang Lei , Wei Wei , Zhang Yanning , Li Fei , Shen Chunhua , Shi Qinfeng",2015,ICCV2015
A Gaussian Process Latent Variable Model for BRDF Inference,"Georgoulis Stamatios , Vanweddingen Vincent , Proesmans Marc , Van Gool Luc",2015,ICCV2015
Active One-Shot Scan for Wide Depth Range Using a Light Field Projector Based on Coded Aperture,"Kawasaki Hiroshi , Ono Satoshi , Horita Yuki , Shiba Yuki , Furukawa Ryo , Hiura Shinsaku",2015,ICCV2015
Model-Based Tracking at 300Hz Using Raw Time-of-Flight Observations,"Stuhmer Jan , Nowozin Sebastian , Fitzgibbon Andrew , Szeliski Richard , Perry Travis , Acharya Sunil , Cremers Daniel , Shotton Jamie",2015,ICCV2015
Hyperspectral Super-Resolution by Coupled Spectral Unmixing,"Lanaras Charis , Baltsavias Emmanuel , Schindler Konrad",2015,ICCV2015
"Depth Selective Camera: A Direct, On-Chip, Programmable Technique for Depth Selectivity in Photography","Tadano Ryuichi , Pediredla Adithya Kumar , Veeraraghavan Ashok",2015,ICCV2015
A Groupwise Multilinear Correspondence Optimization for 3D Faces,"Bolkart Timo , Wuhrer Stefanie",2015,ICCV2015
Selective Encoding for Recognizing Unreliably Localized Faces,"Li Ang , Morariu Vlad , Davis Larry S.",2015,ICCV2015
Confidence Preserving Machine for Facial Action Unit Detection,"Zeng Jiabei , Chu Wen-Sheng , De la Torre Fern,o , Cohn Jeffrey F. , Xiong Zhang",2015,ICCV2015
Learning Social Relation Traits From Face Images,"Zhang Zhanpeng , Luo Ping , Loy Chen-Change , Tang Xiaoou",2015,ICCV2015
Robust Heart Rate Measurement From Video Using Select Random Patches,"Lam Antony , Kuno Yoshinori",2015,ICCV2015
Robust Model-Based 3D Head Pose Estimation,"Meyer Gregory P. , Gupta Shalini , Frosio Iuri , Reddy Dikpal , Kautz Jan",2015,ICCV2015
Robust Facial Landmark Detection Under Significant Head Poses and Occlusion,"Wu Yue , Ji Qiang",2015,ICCV2015
Conditional Convolutional Neural Network for Modality-Aware Face Recognition,"Xiong Chao , Zhao Xiaowei , Tang Danhang , Jayashree Karlekar , Yan Shuicheng , Kim Tae-Kyun",2015,ICCV2015
From Facial Parts Responses to Face Detection: A Deep Learning Approach,"Yang Shuo , Luo Ping , Loy Chen-Change , Tang Xiaoou",2015,ICCV2015
Efficient PSD Constrained Asymmetric Metric Learning for Person Re-Identification,"Liao Shengcai , Li Stan Z.",2015,ICCV2015
Pose-Invariant 3D Face Alignment,"Jourabloo Amin , Liu Xiaoming",2015,ICCV2015
From Emotions to Action Units With Hidden and Semi-Hidden-Task Learning,"Ruiz Adria , Van de Weijer Joost , Binefa Xavier",2015,ICCV2015
Automated Facial Trait Judgment and Election Outcome Prediction: Social Dimensions of Face,"Joo Jungseock , Steen Francis F. , Zhu Song-Chun",2015,ICCV2015
Simultaneous Local Binary Feature Learning and Encoding for Face Recognition,"Lu Jiwen , Liong Venice Erin , Zhou Jie",2015,ICCV2015
Deep Learning Face Attributes in the Wild,"Liu Ziwei , Luo Ping , Wang Xiaogang , Tang Xiaoou",2015,ICCV2015
Multi-Task Learning With Low Rank Attribute Embedding for Person Re-Identification,"Su Chi , Yang Fan , Zhang Shiliang , Tian Qi , Davis Larry S. , Gao Wen",2015,ICCV2015
Regressing a 3D Face Shape From a Single Image,"Tulyakov Sergey , Sebe Nicu",2015,ICCV2015
Rendering of Eyes for Eye-Shape Registration and Gaze Estimation,"Wood Erroll , Baltrusaitis Tadas , Zhang Xucong , Sugano Yusuke , Robinson Peter , Bulling Andreas",2015,ICCV2015
Multi-Scale Learning for Low-Resolution Person Re-Identification,"Li Xiang , Zheng Wei-Shi , Wang Xiaojuan , Xiang Tao , Gong Shaogang",2015,ICCV2015
Learning to Transfer: Transferring Latent Task Structures and Its Application to Person-Specific Facial Action Unit Detection,"Almaev Timur , Martinez Brais , Valstar Michel",2015,ICCV2015
Pairwise Conditional Random Forests for Facial Expression Recognition,"Dapogny Arnaud , Bailly Kevin , Dubuisson Severine",2015,ICCV2015
Multi-Conditional Latent Variable Model for Joint Facial Action Unit Detection,"Eleftheriadis Stefanos , Rudovic Ognjen , Pantic Maja",2015,ICCV2015
Leveraging Datasets With Varying Annotations for Face Alignment via Deep Regression Network,"Zhang Jie , Kan Meina , Shan Shiguang , Chen Xilin",2015,ICCV2015
A Spatio-Temporal Appearance Representation for Viceo-Based Pedestrian Re-Identification,"Liu Kan , Ma Bingpeng , Zhang Wei , Huang Rui",2015,ICCV2015
"Two Birds, One Stone: Jointly Learning Binary Code for Large-Scale Face Image Retrieval and Attributes Prediction","Li Yan , Wang Ruiping , Liu Haomiao , Jiang Huajie , Shan Shiguang , Chen Xilin",2015,ICCV2015
An Accurate Iris Segmentation Framework Under Relaxed Imaging Constraints Using Total Variation Model,"Zhao Zijing , Ajay Kumar",2015,ICCV2015
Discriminative Pose-Free Descriptors for Face and Object Matching,"Sanyal Soubhik , Mudunuri Sivaram Prasad , Biswas Soma",2015,ICCV2015
Bi-Shifting Auto-Encoder for Unsupervised Domain Adaptation,"Kan Meina , Shan Shiguang , Chen Xilin",2015,ICCV2015
Regressive Tree Structured Model for Facial Landmark Localization,"Hsu Gee-Sern , Chang Kai-Hsiang , Huang Shih-Chieh",2015,ICCV2015
Person Recognition in Personal Photo Collections,"Oh Seong Joon , Benenson Rodrigo , Fritz Mario , Schiele Bernt",2015,ICCV2015
Robust Statistical Face Frontalization,"Sagonas Christos , Panagakis Yannis , Zafeiriou Stefanos , Pantic Maja",2015,ICCV2015
PIEFA: Personalized Incremental and Ensemble Face Alignment,"Peng Xi , Zhang Shaoting , Yang Yu , Metaxas Dimitris N.",2015,ICCV2015
Understanding Everyday Hands in Action From RGB-D Images,"Rogez Gregory , Supancic III James S. , Ramanan Deva",2015,ICCV2015
Example-Based Modeling of Facial Texture From Deficient Data,"Dessein Arnaud , Smith William A. P. , Wilson Richard C. , Hancock Edwin R.",2015,ICCV2015
Learning to Predict Saliency on Face Images,"Xu Mai , Ren Yun , Wang Zulin",2015,ICCV2015
Group Membership Prediction,"Zhang Ziming , Chen Yuting , Saligrama Venkatesh",2015,ICCV2015
Extraction of Virtual Baselines From Distorted Document Images Using Curvilinear Projection,"Meng Gaofeng , Huang Zuming , Song Yonghong , Xiang Shiming , Pan Chunhong",2015,ICCV2015
Robust RGB-D Odometry Using Point and Line Features,"Lu Yan , Song Dezhen",2015,ICCV2015
Learning a Discriminative Model for the Perception of Realism in Composite Images,"Zhu Jun-Yan , Krahenbuhl Philipp , Shechtman Eli , Efros Alexei A.",2015,ICCV2015
What Makes Tom Hanks Look Like Tom Hanks,"Suwajanakorn Supasorn , Seitz Steven M. , Kemelmacher-Shlizerman Ira",2015,ICCV2015
Wide-Area Image Geolocalization With Aerial Reference Imagery,"Workman Scott , Souvenir Richard , Jacobs Nathan",2015,ICCV2015
Personalized Age Progression With Aging Dictionary,"Shu Xiangbo , Tang Jinhui , Lai Hanjiang , Liu Luoqi , Yan Shuicheng",2015,ICCV2015
FaceDirector: Continuous Control of Facial Performance in Video,"Malleson Charles , Bazin Jean-Charles , Wang Oliver , Bradley Derek , Beeler Thabo , Hilton Adrian , Sorkine-Hornung Alex,er",2015,ICCV2015
Synthesizing Illumination Mosaics From Internet Photo-Collections,"Ji Dinghuang , Dunn Enrique , Frahm Jan-Michael",2015,ICCV2015
Hot or Not: Exploring Correlations Between Appearance and Temperature,"Glasner Daniel , Fua Pascal , Zickler Todd , Zelnik-Manor Lihi",2015,ICCV2015
SPM-BP: Sped-up PatchMatch Belief Propagation for Continuous MRFs,"Li Yu , Min Dongbo , Brown Michael S. , Do Minh N. , Lu Jiangbo",2015,ICCV2015
Flow Fields: Dense Correspondence Fields for Highly Accurate Large Displacement Optical Flow Estimation,"Bailer Christian , Taetz Bertram , Stricker Didier",2015,ICCV2015
Dense Semantic Correspondence Where Every Pixel is a Classifier,"Bristow Hilton , Valmadre Jack , Lucey Simon",2015,ICCV2015
Multi-Image Matching via Fast Alternating Minimization,"Zhou Xiaowei , Zhu Menglong , Daniilidis Kostas",2015,ICCV2015
Differential Recurrent Neural Networks for Action Recognition,"Veeriah Vivek , Zhuang Naifan , Qi Guo-Jun",2015,ICCV2015
Similarity Gaussian Process Latent Variable Model for Multi-Modal Data Analysis,"Song Guoli , Wang Shuhui , Huang Qingming , Tian Qi",2015,ICCV2015
Learning Ensembles of Potential Functions for Structured Prediction With Latent Variables,"Hajimirsadeghi Hossein , Mori Greg",2015,ICCV2015
Simultaneous Deep Transfer Across Domains and Tasks,"Tzeng Eric , Hoffman Judy , Darrell Trevor , Saenko Kate",2015,ICCV2015
Low Dimensional Explicit Feature Maps,Chum Ondrej,2015,ICCV2015
Unsupervised Learning of Spatiotemporally Coherent Metrics,"Goroshin Ross , Bruna Joan , Tompson Jonathan , Eigen David , LeCun Yann",2015,ICCV2015
Multi-Label Cross-Modal Retrieval,"Ranjan Viresh , Rasiwasia Nikhil , Jawahar C. V.",2015,ICCV2015
Improving Ferns Ensembles by Sparsifying and Quantising Posterior Probabilities,"Rodriguez Antonio L. , Sequeira Vitor",2015,ICCV2015
Beyond Gauss: Image-Set Matching on the Riemannian Manifold of PDFs,"Har,i Mehrtash , Salzmann Mathieu , Baktashmotlagh Mahsa",2015,ICCV2015
Unsupervised Domain Adaptation With Imbalanced Cross-Domain Data,"Hsu Tzu Ming Harry , Chen Wei Yu , Hou Cheng-An , Tsai Yao-Hung Hubert , Yeh Yi-Ren , Wang Yu-Chiang Frank",2015,ICCV2015
"Secrets of Matrix Factorization: Approximations, Numerics, Manifold Optimization and Random Restarts","Hong Je Hyeong , Fitzgibbon Andrew",2015,ICCV2015
Geometry-Aware Deep Transform,"Huang Jiaji , Qiu Qiang , Calderbank Robert , Sapiro Guillermo",2015,ICCV2015
Learning Binary Codes for Maximum Inner Product Search,"Shen Fumin , Liu Wei , Zhang Shaoting , Yang Yang , Shen Heng Tao",2015,ICCV2015
ML-MG: Multi-Label Learning With Missing Labels Using a Mixed Graph,"Wu Baoyuan , Lyu Siwei , Ghanem Bernard",2015,ICCV2015
Zero-Shot Learning via Semantic Similarity Embedding,"Zhang Ziming , Saligrama Venkatesh",2015,ICCV2015
Bayesian Model Adaptation for Crowd Counts,"Liu Bo , Vasconcelos Nuno",2015,ICCV2015
An NMF Perspective on Binary Hashing,"Mukherjee Lopamudra , Ravi Sathya N. , Ithapu Vamsi K. , Holmes Tyler , Singh Vikas",2015,ICCV2015
Multi-View Domain Generalization for Visual Recognition,"Niu Li , Li Wen , Xu Dong",2015,ICCV2015
Infinite Feature Selection,"Roffo Giorgio , Melzi Simone , Cristani Marco",2015,ICCV2015
Semi-Supervised Zero-Shot Classification With Label Representation Learning,"Li Xin , Guo Yuhong , Schuurmans Dale",2015,ICCV2015
A Supervised Low-Rank Method for Learning Invariant Subspaces,"Siyahjani Farzad , Almohsen Ranya , Sabri Sinan , Doretto Gianfranco",2015,ICCV2015
Recursive Frechet Mean Computation on the Grassmannian and its Applications to Computer Vision,"Chakraborty Rudrasis , Vemuri Baba C.",2015,ICCV2015
Multi-View Subspace Clustering,"Gao Hongchang , Nie Feiping , Li Xuelong , Huang Heng",2015,ICCV2015
Predicting Deep Zero-Shot Convolutional Neural Networks Using Textual Descriptions,"Ba Jimmy Lei , Swersky Kevin , Fidler Sanja , salakhutdinov Ruslan",2015,ICCV2015
Structured Feature Selection,"Gao Tian , Wang Ziheng , Ji Qiang",2015,ICCV2015
Conditional High-Order Boltzmann Machine: A Supervised Learning Model for Relation Learning,"Huang Yan , Wang Wei , Wang Liang",2015,ICCV2015
Learning Image and User Features for Recommendation in Social Networks,"Geng Xue , Zhang Hanwang , Bian Jingwen , Chua Tat-Seng",2015,ICCV2015
Dual-Feature Warping-Based Motion Model Estimation,"Li Shiwei , Yuan Lu , Sun Jian , Quan Long",2015,ICCV2015
An Adaptive Data Representation for Robust Point-Set Registration and Merging,"Campbell Dylan , Petersson Lars",2015,ICCV2015
Local Subspace Collaborative Tracking,"Ma Lin , Zhang Xiaoqin , Hu Weiming , Xing Junliang , Lu Jiwen , Zhou Jie",2015,ICCV2015
Learning Spatially Regularized Correlation Filters for Visual Tracking,"Danelljan Martin , Hager Gustav , Khan Fahad Shahbaz , Felsberg Michael",2015,ICCV2015
SpeDo: 6 DOF Ego-Motion Sensor Using Speckle Defocus Imaging,"Jo Kensei , Gupta Mohit , Nayar Shree K.",2015,ICCV2015
Unsupervised Trajectory Clustering via Adaptive Multi-Kernel-Based Shrinkage,"Xu Hongteng , Zhou Yang , Lin Weiyao , Zha Hongyuan",2015,ICCV2015
TRIC-track: Tracking by Regression With Incrementally Learned Cascades,"Wang Xiaomeng , Valstar Michel , Martinez Brais , Khan Muhammad Haris , Pridmore Tony",2015,ICCV2015
Recurrent Network Models for Human Dynamics,"Fragkiadaki Katerina , Levine Sergey , Felsen Panna , Malik Jitendra",2015,ICCV2015
Contour Flow: Middle-Level Motion Estimation by Combining Motion Segmentation and Contour Alignment,"Di Huijun , Shi Qingxuan , Lv Feng , Qin Ming , Lu Yao",2015,ICCV2015
FollowMe: Efficient Online Min-Cost Flow Tracking With Bounded Memory and Computation,"Lenz Philip , Geiger Andreas , Urtasun Raquel",2015,ICCV2015
Learning to Divide and Conquer for Online Multi-Target Tracking,"Solera Francesco , Calderara Simone , Cucchiara Rita",2015,ICCV2015
Minimizing Human Effort in Interactive Tracking by Incremental Learning of Model Parameters,"Ciptadi Arridhana , Rehg James M.",2015,ICCV2015
A Novel Representation of Parts for Accurate 3D Object Detection and Tracking in Monocular Images,"Crivellaro Alberto , Rad Mahdi , Verdie Yannick , Yi Kwang Moo , Fua Pascal , Lepetit Vincent",2015,ICCV2015
Linearization to Nonlinear Learning for Visual Tracking,"Ma Bo , Hu Hongwei , Shen Jianbing , Zhang Yuping , Porikli Fatih",2015,ICCV2015
Self-Occlusions and Disocclusions in Causal Video Object Segmentation,"Yang Yanchao , Sundaramoorthi Ganesh , Soatto Stefano",2015,ICCV2015
Large Displacement 3D Scene Flow With Occlusion Reasoning,"Zanfir Andrei , Sminchisescu Cristian",2015,ICCV2015
Co-Interest Person Detection From Multiple Wearable Camera Videos,"Lin Yuewei , Abdelfatah Kareem , Zhou Youjie , Fan Xiaochuan , Yu Hongkai , Qian Hui , Wang Song",2015,ICCV2015
Sparse Dynamic 3D Reconstruction From Unsynchronized Videos,"Zheng Enliang , Ji Dinghuang , Dunn Enrique , Frahm Jan-Michael",2015,ICCV2015
Category-Blind Human Action Recognition: A Practical Recognition System,"Li Wenbo , Wen Longyin , Chuah Mooi Choo , Lyu Siwei",2015,ICCV2015
Temporal Subspace Clustering for Human Motion Segmentation,"Li Sheng , Li Kang , Fu Yun",2015,ICCV2015
Weakly-Supervised Alignment of Video With Text,"Bojanowski Piotr , Lajugie Remi , Grave Edouard , Bach Francis , Laptev Ivan , Ponce Jean , Schmid Cordelia",2015,ICCV2015
Learning Temporal Embeddings for Complex Video Analysis,"Ramanathan Vignesh , Tang Kevin , Mori Greg , Fei-Fei Li",2015,ICCV2015
Unsupervised Semantic Parsing of Video Collections,"Sener Ozan , Zamir Amir R. , Savarese Silvio , Saxena Ashutosh",2015,ICCV2015
Learning Spatiotemporal Features With 3D Convolutional Networks,"Tran Du , Bourdev Lubomir , Fergus Rob , Torresani Lorenzo , Paluri Manohar",2015,ICCV2015
Temporal Perception and Prediction in Ego-Centric Video,"Zhou Yipin , Berg Tamara L.",2015,ICCV2015
Describing Videos by Exploiting Temporal Structure,"Yao Li , Torabi Atousa , Cho Kyunghyun , Ballas Nicolas , Pal Christopher , Larochelle Hugo , Courville Aaron",2015,ICCV2015
Person Re-Identification With Discriminatively Trained Viewpoint Invariant Dictionaries,"Karanam Srikrishna , Li Yang , Radke Richard J.",2015,ICCV2015
Storyline Representation of Egocentric Videos With an Applications to Story-Based Search,"Xiong Bo , Kim Gunhee , Sigal Leonid",2015,ICCV2015
Sequence to Sequence - Video to Text,"Venugopalan Subhashini , Rohrbach Marcus , Donahue Jeffrey , Mooney Raymond , Darrell Trevor , Saenko Kate",2015,ICCV2015
Context Aware Active Learning of Activity Recognition Models,"Hasan Mahmudul , Roy-Chowdhury Amit K.",2015,ICCV2015
Action Recognition by Hierarchical Mid-Level Action Elements,"Lan Tian , Zhu Yuke , Zamir Amir Roshan , Savarese Silvio",2015,ICCV2015
Selecting Relevant Web Trained Concepts for Automated Event Retrieval,"Singh Bharat , Han Xintong , Wu Zhe , Morariu Vlad I. , Davis Larry S.",2015,ICCV2015
Beyond Covariance: Feature Representation With Nonlinear Kernel Matrices,"Wang Lei , Zhang Jianjia , Zhou Luping , Tang Chang , Li Wanqing",2015,ICCV2015
Multiresolution Hierarchy Co-Clustering for Semantic Segmentation in Sequences With Small Variations,"Varas David , Alfaro Monica , Marques Ferran",2015,ICCV2015
Objects2action: Classifying and Localizing Actions Without Any Video Example,"Jain Mihir , van Gemert Jan C. , Mensink Thomas , Snoek Cees G. M.",2015,ICCV2015
Human Action Recognition Using Factorized Spatio-Temporal Convolutional Networks,"Sun Lin , Jia Kui , Yeung Dit-Yan , Shi Bertram E.",2015,ICCV2015
Bayesian Non-Parametric Inference for Manifold Based MoCap Representation,"Natola Fabrizio , Ntouskos Valsamis , Sanzari Marta , Pirri Fiora",2015,ICCV2015
Semantic Video Entity Linking Based on Visual Content and Metadata,"Li Yuncheng , Yang Xitong , Luo Jiebo",2015,ICCV2015
Love Thy Neighbors: Image Annotation by Exploiting Image Metadata,"Johnson Justin , Ballan Lamberto , Fei-Fei Li",2015,ICCV2015
Unsupervised Extraction of Video Highlights Via Robust Recurrent Auto-Encoders,"Yang Huan , Wang Baoyuan , Lin Stephen , Wipf David , Guo Minyi , Guo Baining",2015,ICCV2015
Learning Visual Clothing Style With Heterogeneous Dyadic Co-Occurrences,"Veit Andreas , Kovacs Balazs , Bell Sean , McAuley Julian , Bala Kavita , Belongie Serge",2015,ICCV2015
Text Flow: A Unified Text Detection System in Natural Scene Images,"Tian Shangxuan , Pan Yifeng , Huang Chang , Lu Shijian , Yu Kai , Tan Chew Lim",2015,ICCV2015
"Uncovering Interactions and Interactors: Joint Estimation of Head, Body Orientation and F-Formations From Surveillance Videos","Ricci Elisa , Varadarajan Jagannadan , Subramanian Ramanathan , Bulo Samuel Rota , Ahuja Narendra , Lanz Oswald",2015,ICCV2015
Generating Notifications for Missing Actions: Don't Forget to Turn the Lights Off!,"Soran Bilge , Farhadi Ali , Shapiro Linda",2015,ICCV2015
Partial Person Re-Identification,"Zheng Wei-Shi , Li Xiang , Xiang Tao , Liao Shengcai , Lai Jianhuang , Gong Shaogang",2015,ICCV2015
Shape Interaction Matrix Revisited and Robustified: Efficient Subspace Clustering With Corrupted and Incomplete Data,"Ji Pan , Salzmann Mathieu , Li Hongdong",2015,ICCV2015
Multiple Hypothesis Tracking Revisited,"Kim Chanho , Li Fuxin , Ciptadi Arridhana , Rehg James M.",2015,ICCV2015
Learning to Track: Online Multi-Object Tracking by Decision Making,"Xiang Yu , Alahi Alex,re , Savarese Silvio",2015,ICCV2015
Latent Task Adaptation with Large-Scale Hierarchies,"Jia Yangqing , Darrell Trevor",2013,ICCV2013
Image Co-segmentation via Consistent Functional Maps,"Wang Fan , Huang Qixing , Guibas Leonidas J.",2013,ICCV2013
Manipulation Pattern Discovery: A Nonparametric Bayesian Approach,"Ni Bingbing , Moulin Pierre",2013,ICCV2013
Large-Scale Image Annotation by Efficient and Robust Kernel Metric Learning,"Feng Zheyun , Jin Rong , Jain Anil",2013,ICCV2013
Hybrid Deep Learning for Face Verification,"Sun Yi , Wang Xiaogang , Tang Xiaoou",2013,ICCV2013
Latent Data Association: Bayesian Model Selection for Multi-target Tracking,"Segal Aleks,r V. , Reid Ian",2013,ICCV2013
Recursive Estimation of the Stein Center of SPD Matrices and Its Applications,"Salehian Hesamoddin , Cheng Guang , Vemuri Baba C. , Ho Jeffrey",2013,ICCV2013
Real-Time Solution to the Absolute Pose Problem with Unknown Radial Distortion and Focal Length,"Kukelova Zuzana , Bujnak Martin , Pajdla Tomas",2013,ICCV2013
Sieving Regression Forest Votes for Facial Feature Detection in the Wild,"Yang Heng , Patras Ioannis",2013,ICCV2013
Constant Time Weighted Median Filtering for Stereo Matching and Beyond,"Ma Ziyang , He Kaiming , Wei Yichen , Sun Jian , Wu Enhua",2013,ICCV2013
Feature Weighting via Optimal Thresholding for Video Analysis,"Xu Zhongwen , Yang Yi , Tsang Ivor , Sebe Nicu , Hauptmann Alex,er G.",2013,ICCV2013
Restoring an Image Taken through a Window Covered with Dirt or Rain,"Eigen David , Krishnan Dilip , Fergus Rob",2013,ICCV2013
Tracking via Robust Multi-task Multi-view Joint Sparse Representation,"Hong Zhibin , Mei Xue , Prokhorov Danil , Tao Dacheng",2013,ICCV2013
A Simple Model for Intrinsic Image Decomposition with Depth Cues,"Chen Qifeng , Koltun Vladlen",2013,ICCV2013
Holistic Scene Understanding for 3D Object Detection with RGBD Cameras,"Lin Dahua , Fidler Sanja , Urtasun Raquel",2013,ICCV2013
Pose-Free Facial Landmark Fitting via Optimized Part Mixtures and Cascaded Deformable Shape Model,"Yu Xiang , Huang Junzhou , Zhang Shaoting , Yan Wang , Metaxas Dimitris N.",2013,ICCV2013
Online Robust Non-negative Dictionary Learning for Visual Tracking,"Wang Naiyan , Wang Jingdong , Yeung Dit-Yan",2013,ICCV2013
A Max-Margin Perspective on Sparse Representation-Based Classification,"Wang Zhaowen , Yang Jianchao , Nasrabadi Nasser , Huang Thomas",2013,ICCV2013
Semantic Transform: Weakly Supervised Semantic Inference for Relating Visual Attributes,"Shankar Sukrit , Lasenby Joan , Cipolla Roberto",2013,ICCV2013
Correlation Adaptive Subspace Segmentation by Trace Lasso,"Lu Canyi , Feng Jiashi , Lin Zhouchen , Yan Shuicheng",2013,ICCV2013
DCSH - Matching Patches in RGBD Images,"Eshet Yaron , Korman Simon , Ofek Eyal , Avidan Shai",2013,ICCV2013
Simultaneous Clustering and Tracklet Linking for Multi-face Tracking in Videos,"Wu Baoyuan , Lyu Siwei , Hu Bao-Gang , Ji Qiang",2013,ICCV2013
Subpixel Scanning Invariant to Indirect Lighting Using Quadratic Code Length,"Martin Nicolas , Couture Vincent , Roy Sebastien",2013,ICCV2013
PM-Huber: PatchMatch with Huber Regularization for Stereo Matching,"Heise Philipp , Klose Sebastian , Jensen Brian , Knoll Alois",2013,ICCV2013
Relative Attributes for Large-Scale Abandoned Object Detection,"Fan Quanfu , Gabbur Prasad , Pankanti Sharath",2013,ICCV2013
